Beowulf-12	Beowulf	Class	Don't Act	Prevents target from attacking. Adds: Don't Act	50
Beowulf-13	Beowulf	Class	Sleep	Causes target to be inactive. This is great for characters who are immune to Don't Act. Adds: Sleep	170
Beowulf-14	Beowulf	Class	Break	Turns target into stone. Adds: Petrify	300
Beowulf-15	Beowulf	Class	Shock!	The more damage you receive, the more damage you can inflict on the target.	600
Thief-1	Thief	Class	Gil Taking	Character can steal gil from the enemy target.	10
Thief-2	Thief	Class	Steal Heart	Charms enemy unit. Is revoked when unit takes damage. Adds: Charm	150
Thief-3	Thief	Class	Steal Helmet	Steal enemy's equipped helmet.	350
Thief-4	Thief	Class	Steal Armor	Steal enemy's equipped armor.	450
Thief-5	Thief	Class	Steal Shield	Steal enemy's equipped shield.	350
Thief-6	Thief	Class	Steal Weapon	Steal enemy's equipped weapon.	600
Thief-7	Thief	Class	Steal Accessory	Steal enemy's equipped accessory.	500
Thief-8	Thief	Class	Steal Experience	Steal enemy's experience.	250
Thief-9	Thief	Movement	Move +2	Increases the character's movement range by two panels.	520
Thief-10	Thief	Movement	Jump +2	Increases a character's jump elevation by two panels.	480
Thief-11	Thief	Reaction	Caution	Receiving an enemy's attack causes the character to take up a defensive position that halves all damage.	200
Thief-12	Thief	Reaction	Gilgame Heart	Character receives from the enemy the same amount of Gil as HP damage incurred.	200
Thief-13	Thief	Reaction	Catch	Character can catch and keep items thrown across the battlefield.	200
Thief-14	Thief	Support	Secret Hunt	This ability allows you obtain the pelts of monsters you've killed which can be traded for items.	200
Time Mage-1	Time Mage	Class	Haste	Increases target's speed. Adds: Haste	100
Time Mage-2	Time Mage	Class	Haste 2	Increases target's speed. Adds: Haste	550
Time Mage-3	Time Mage	Class	Slow	Decreases target's speed. Adds: Slow	100
Time Mage-4	Time Mage	Class	Slow 2	Decreases target's speed. Adds: Slow	520
Time Mage-5	Time Mage	Class	Stop	Prevents target from moving or attacking. Adds: Stop	330
Time Mage-6	Time Mage	Class	Don't Move	Prevents target from moving. Adds: Don't Move	100
Time Mage-7	Time Mage	Class	Float	Allows target to float 1 panel above ground. Adds: Float	200
Time Mage-8	Time Mage	Class	Reflect	Allows target to reflect magic spells. Adds: Reflect	300
Time Mage-9	Time Mage	Class	Quick	Increases speed of AT.	800
Time Mage-10	Time Mage	Class	Demi	Decreases target's max HP by 25%.	250
Time Mage-11	Time Mage	Class	Demi 2	Decreases target's max HP by 50%.	550
Time Mage-12	Time Mage	Class	Meteor	Causes a huge meteor to fall from the sky on top of the target.	1500
Time Mage-13	Time Mage	Movement	Teleport	Allows the character to move to any space on the battlefield instantly. However, the farther the destination panel, the greater the chance of failure.	600
Time Mage-14	Time Mage	Movement	Float	Allows the character to float 1 panel above the ground.	540
Time Mage-15	Time Mage	Reaction	Critical Quick	The character's AT is elevated to next position when his or her HP totals fall within critical levels.	700
Time Mage-16	Time Mage	Reaction	MP Switch	Character loses MP instead of HP when attacked.	400
Time Mage-17	Time Mage	Support	Short Charge	Increases a character's CT speed, halving the time it takes him or her to cast spells.	800
Wizard-1	Wizard	Class	Fire	Basic Fire Elemental attack.	50
Wizard-2	Wizard	Class	Fire 2	Medium-level Fire Elemental attack.	200
Wizard-3	Wizard	Class	Fire 3	High-level Fire Elemental attack.	480
Wizard-4	Wizard	Class	Fire 4	Massive Fire Elemental attack.	850
Wizard-5	Wizard	Class	Bolt	Basic Lightning Elemental attack.	50
Wizard-6	Wizard	Class	Bolt 2	Medium-level Lightning Elemental attack.	200
Wizard-7	Wizard	Class	Bolt 3	High-level Lightning Elemental attack.	480
Wizard-8	Wizard	Class	Bolt 4	Massive Lightning Elemental attack.	850
Wizard-9	Wizard	Class	Ice	Basic Ice Elemental attack.	50
Wizard-10	Wizard	Class	Ice 2	Medium-level Ice Elemental attack.	200
Wizard-11	Wizard	Class	Ice 3	High-level Ice Elemental attack.	480
Wizard-12	Wizard	Class	Ice 4	Massive Ice Elemental attack.	850
Wizard-13	Wizard	Class	Poison	Gradually lowers target's HP through poisoning. Adds: Poison	150
Wizard-14	Wizard	Class	Frog	Turns target into a frog and vice versa. Adds: Frog	500
Wizard-15	Wizard	Class	Death	Has a small chance to kill the target instantly. Adds: Dead	600
Wizard-16	Wizard	Class	Flare	Large fireball falls from the sky causing a large amount of damage to the target.	900
Wizard-17	Wizard	Reaction	Counter Magic	The character counters with the same magic attack he or she receives.	800
Wizard-18	Wizard	Support	Magic Attack Up	Increases the damage a character's magic attacks will inflict.	400
Byblos-1	Byblos	Class	Energy	Character recovers twice as much HP as its own.	0
Byblos-2	Byblos	Class	Parasite	Surge of negative power causes a variety of status anomalies.  Adds: Petrify, Darkness, Confusion, Silence, Oil, Frog, Poison, Sleep	0
Byblos-3	Byblos	Class	Shock	The more damage an enemy has sustained, the more powerful the attack.	0
Byblos-4	Byblos	Class	Difference	The enemy's MP total becomes the amount of damage given to the enemy.	0
Reis Dragon-1	Reis Dragon	Class	Ice Bracelet	Attack with arctic breath.	0
Reis Dragon-2	Reis Dragon	Class	Fire Bracelet	Attack with fire breath.	0
Reis Dragon-3	Reis Dragon	Class	Thunder Bracelet	Attack with lightning breath.	0
Worker 8-1	Worker 8	Class	Destroy	Aims to destroy its target.	0
Worker 8-2	Worker 8	Class	Compress	Aims to compress its target.  Adds: Dead	0
Worker 8-3	Worker 8	Class	Dispose	Disposes of all enemies at once within effect range.	0
Worker 8-4	Worker 8	Class	Crush	Aims to crush its target.	0
